order_id,product_id,country,phone_number,payment_mode,signup_date,amount,status,errors
ORD01001,PROD01001,Singapore,87654321,Credit Card,15-06-2024,2001,VALID,
ORD01002,PROD01002,India,9876543210,Debit Card,15-06-2024,2002,VALID,
ORD01003,PROD01003,Singapore,87654321,Cash,15-06-2024,2003,VALID,
ORD01004,PROD01004,India,9876543210,Net Banking,15-06-2024,2004,VALID,
ORD01005,PROD01005,Singapore,87654321,UPI,15-06-2024,2005,VALID,
ORD01006,PROD01006,India,9876543210,Credit Card,15-06-2024,2006,VALID,
ORD01007,PROD01007,Singapore,87654321,Debit Card,15-06-2024,2007,VALID,
ORD01008,PROD01008,India,9876543210,Cash,15-06-2024,2008,VALID,
ORD01009,PROD01009,Singapore,87654321,Net Banking,15-06-2024,2009,VALID,
ORD01010,PROD01010,India,9876543210,UPI,15-06-2024,2010,VALID,
ORD01011,PROD01011,Singapore,87654321,Credit Card,15-06-2024,2011,VALID,
ORD01012,PROD01012,India,9876543210,Debit Card,15-06-2024,2012,VALID,
ORD01013,PROD01013,Singapore,87654321,Cash,15-06-2024,2013,VALID,
ORD01014,PROD01014,India,9876543210,Net Banking,15-06-2024,2014,VALID,
ORD01015,PROD01015,Singapore,87654321,UPI,15-06-2024,2015,VALID,
ORD01016,PROD01016,India,9876543210,Credit Card,15-06-2024,2016,VALID,
ORD01017,PROD01017,Singapore,87654321,Debit Card,15-06-2024,2017,VALID,
ORD01018,PROD01018,India,9876543210,Cash,15-06-2024,2018,VALID,
ORD01019,PROD01019,Singapore,87654321,Net Banking,15-06-2024,2019,VALID,
ORD01020,PROD01020,India,9876543210,UPI,15-06-2024,2020,VALID,
ORD01021,PROD01021,Singapore,87654321,Credit Card,15-06-2024,2021,VALID,
ORD01022,PROD01022,India,9876543210,Debit Card,15-06-2024,2022,VALID,
ORD01023,PROD01023,Singapore,87654321,Cash,15-06-2024,2023,VALID,
ORD01024,PROD01024,India,9876543210,Net Banking,15-06-2024,2024,VALID,
ORD01025,PROD01025,Singapore,87654321,UPI,15-06-2024,2025,VALID,
ORD01026,PROD01026,India,9876543210,Credit Card,15-06-2024,2026,VALID,
