order_id,product_id,country,phone_number,payment_mode,signup_date,amount,status,errors
ORD02001,PROD02001,Singapore,87654321,Credit Card,15-06-2024,3001,VALID,
ORD02002,PROD02002,India,9876543210,Debit Card,15-06-2024,3002,VALID,
ORD02003,PROD02003,Singapore,87654321,Cash,15-06-2024,3003,VALID,
ORD02004,PROD02004,India,9876543210,Net Banking,15-06-2024,3004,VALID,
ORD02005,PROD02005,Singapore,87654321,UPI,15-06-2024,3005,VALID,
ORD02006,PROD02006,India,9876543210,Credit Card,15-06-2024,3006,VALID,
ORD02007,PROD02007,Singapore,87654321,Debit Card,15-06-2024,3007,VALID,
ORD02008,PROD02008,India,9876543210,Cash,15-06-2024,3008,VALID,
ORD02009,PROD02009,Singapore,87654321,Net Banking,15-06-2024,3009,VALID,
ORD02010,PROD02010,India,9876543210,UPI,15-06-2024,3010,VALID,
ORD02011,PROD02011,Singapore,87654321,Credit Card,15-06-2024,3011,VALID,
ORD02012,PROD02012,India,9876543210,Debit Card,15-06-2024,3012,VALID,
ORD02013,PROD02013,Singapore,87654321,Cash,15-06-2024,3013,VALID,
ORD02014,PROD02014,India,9876543210,Net Banking,15-06-2024,3014,VALID,
ORD02015,PROD02015,Singapore,87654321,UPI,15-06-2024,3015,VALID,
ORD02016,PROD02016,India,9876543210,Credit Card,15-06-2024,3016,VALID,
ORD02017,PROD02017,Singapore,87654321,Debit Card,15-06-2024,3017,VALID,
ORD02018,PROD02018,India,9876543210,Cash,15-06-2024,3018,VALID,
ORD02019,PROD02019,Singapore,87654321,Net Banking,15-06-2024,3019,VALID,
ORD02020,PROD02020,India,9876543210,UPI,15-06-2024,3020,VALID,
ORD02021,PROD02021,Singapore,87654321,Credit Card,15-06-2024,3021,VALID,
ORD02022,PROD02022,India,9876543210,Debit Card,15-06-2024,3022,VALID,
ORD02023,PROD02023,Singapore,87654321,Cash,15-06-2024,3023,VALID,
ORD02024,PROD02024,India,9876543210,Net Banking,15-06-2024,3024,VALID,
ORD02025,PROD02025,Singapore,87654321,UPI,15-06-2024,3025,VALID,
ORD02026,PROD02026,India,9876543210,Credit Card,15-06-2024,3026,VALID,
ORD02027,PROD02027,Singapore,87654321,Debit Card,15-06-2024,3027,VALID,
ORD02028,PROD02028,India,9876543210,Cash,15-06-2024,3028,VALID,
ORD02029,PROD02029,Singapore,87654321,Net Banking,15-06-2024,3029,VALID,
ORD02030,PROD02030,India,9876543210,UPI,15-06-2024,3030,VALID,
ORD02031,PROD02031,Singapore,87654321,Credit Card,15-06-2024,3031,VALID,
ORD02032,PROD02032,India,9876543210,Debit Card,15-06-2024,3032,VALID,
ORD02033,PROD02033,Singapore,87654321,Cash,15-06-2024,3033,VALID,
ORD02034,PROD02034,India,9876543210,Net Banking,15-06-2024,3034,VALID,
ORD02035,PROD02035,Singapore,87654321,UPI,15-06-2024,3035,VALID,
ORD02036,PROD02036,India,9876543210,Credit Card,15-06-2024,3036,VALID,
ORD02037,PROD02037,Singapore,87654321,Debit Card,15-06-2024,3037,VALID,
ORD02038,PROD02038,India,9876543210,Cash,15-06-2024,3038,VALID,
ORD02039,PROD02039,Singapore,87654321,Net Banking,15-06-2024,3039,VALID,
ORD02040,PROD02040,India,9876543210,UPI,15-06-2024,3040,VALID,
ORD02041,PROD02041,Singapore,87654321,Credit Card,15-06-2024,3041,VALID,
ORD02042,PROD02042,India,9876543210,Debit Card,15-06-2024,3042,VALID,
ORD02043,PROD02043,Singapore,87654321,Cash,15-06-2024,3043,VALID,
ORD02044,PROD02044,India,9876543210,Net Banking,15-06-2024,3044,VALID,
ORD02045,PROD02045,Singapore,87654321,UPI,15-06-2024,3045,VALID,
ORD02046,PROD02046,India,9876543210,Credit Card,15-06-2024,3046,VALID,
ORD02047,PROD02047,Singapore,87654321,Debit Card,15-06-2024,3047,VALID,
ORD02048,PROD02048,India,9876543210,Cash,15-06-2024,3048,VALID,
ORD02049,PROD02049,Singapore,87654321,Net Banking,15-06-2024,3049,VALID,
ORD02050,PROD02050,India,9876543210,UPI,15-06-2024,3050,VALID,
ORD02051,PROD02051,Singapore,87654321,Credit Card,15-06-2024,3051,VALID,
ORD02052,PROD02052,India,9876543210,Debit Card,15-06-2024,3052,VALID,
ORD02053,PROD02053,Singapore,87654321,Cash,15-06-2024,3053,VALID,
ORD02054,PROD02054,India,9876543210,Net Banking,15-06-2024,3054,VALID,
ORD02055,PROD02055,Singapore,87654321,UPI,15-06-2024,3055,VALID,
ORD02056,PROD02056,India,9876543210,Credit Card,15-06-2024,3056,VALID,
ORD02057,PROD02057,Singapore,87654321,Debit Card,15-06-2024,3057,VALID,
ORD02058,PROD02058,India,9876543210,Cash,15-06-2024,3058,VALID,
ORD02059,PROD02059,Singapore,87654321,Net Banking,15-06-2024,3059,VALID,
ORD02060,PROD02060,India,9876543210,UPI,15-06-2024,3060,VALID,
ORD02061,PROD02061,Singapore,87654321,Credit Card,15-06-2024,3061,VALID,
ORD02062,PROD02062,India,9876543210,Debit Card,15-06-2024,3062,VALID,
ORD02063,PROD02063,Singapore,87654321,Cash,15-06-2024,3063,VALID,
ORD02064,PROD02064,India,9876543210,Net Banking,15-06-2024,3064,VALID,
ORD02065,PROD02065,Singapore,87654321,UPI,15-06-2024,3065,VALID,
ORD02066,PROD02066,India,9876543210,Credit Card,15-06-2024,3066,VALID,
ORD02067,PROD02067,Singapore,87654321,Debit Card,15-06-2024,3067,VALID,
ORD02068,PROD02068,India,9876543210,Cash,15-06-2024,3068,VALID,
ORD02069,PROD02069,Singapore,87654321,Net Banking,15-06-2024,3069,VALID,
ORD02070,PROD02070,India,9876543210,UPI,15-06-2024,3070,VALID,
ORD02071,PROD02071,Singapore,87654321,Credit Card,15-06-2024,3071,VALID,
ORD02072,PROD02072,India,9876543210,Debit Card,15-06-2024,3072,VALID,
ORD02073,PROD02073,Singapore,87654321,Cash,15-06-2024,3073,VALID,
ORD02074,PROD02074,India,9876543210,Net Banking,15-06-2024,3074,VALID,
ORD02075,PROD02075,Singapore,87654321,UPI,15-06-2024,3075,VALID,
ORD02076,PROD02076,India,9876543210,Credit Card,15-06-2024,3076,VALID,
ORD02077,PROD02077,Singapore,87654321,Debit Card,15-06-2024,3077,VALID,
ORD02078,PROD02078,India,9876543210,Cash,15-06-2024,3078,VALID,
ORD02079,PROD02079,Singapore,87654321,Net Banking,15-06-2024,3079,VALID,
ORD02080,PROD02080,India,9876543210,UPI,15-06-2024,3080,VALID,
ORD02081,PROD02081,Singapore,87654321,Credit Card,15-06-2024,3081,VALID,
ORD02082,PROD02082,India,9876543210,Debit Card,15-06-2024,3082,VALID,
ORD02083,PROD02083,Singapore,87654321,Cash,15-06-2024,3083,VALID,
ORD02084,PROD02084,India,9876543210,Net Banking,15-06-2024,3084,VALID,
ORD02085,PROD02085,Singapore,87654321,UPI,15-06-2024,3085,VALID,
ORD02086,PROD02086,India,9876543210,Credit Card,15-06-2024,3086,VALID,
ORD02087,PROD02087,Singapore,87654321,Debit Card,15-06-2024,3087,VALID,
ORD02088,PROD02088,India,9876543210,Cash,15-06-2024,3088,VALID,
ORD02089,PROD02089,Singapore,87654321,Net Banking,15-06-2024,3089,VALID,
ORD02090,PROD02090,India,9876543210,UPI,15-06-2024,3090,VALID,
ORD02091,PROD02091,Singapore,87654321,Credit Card,15-06-2024,3091,VALID,
ORD02092,PROD02092,India,9876543210,Debit Card,15-06-2024,3092,VALID,
ORD02093,PROD02093,Singapore,87654321,Cash,15-06-2024,3093,VALID,
ORD02094,PROD02094,India,9876543210,Net Banking,15-06-2024,3094,VALID,
ORD02095,PROD02095,Singapore,87654321,UPI,15-06-2024,3095,VALID,
ORD02096,PROD02096,India,9876543210,Credit Card,15-06-2024,3096,VALID,
ORD02097,PROD02097,Singapore,87654321,Debit Card,15-06-2024,3097,VALID,
ORD02098,PROD02098,India,9876543210,Cash,15-06-2024,3098,VALID,
ORD02099,PROD02099,Singapore,87654321,Net Banking,15-06-2024,3099,VALID,
ORD02100,PROD02100,India,9876543210,UPI,15-06-2024,3100,VALID,
ORD02101,PROD02101,Singapore,87654321,Credit Card,15-06-2024,3101,VALID,
ORD02102,PROD02102,India,9876543210,Debit Card,15-06-2024,3102,VALID,
ORD02103,PROD02103,Singapore,87654321,Cash,15-06-2024,3103,VALID,
ORD02104,PROD02104,India,9876543210,Net Banking,15-06-2024,3104,VALID,
ORD02105,PROD02105,Singapore,87654321,UPI,15-06-2024,3105,VALID,
ORD02106,PROD02106,India,9876543210,Credit Card,15-06-2024,3106,VALID,
ORD02107,PROD02107,Singapore,87654321,Debit Card,15-06-2024,3107,VALID,
ORD02108,PROD02108,India,9876543210,Cash,15-06-2024,3108,VALID,
ORD02109,PROD02109,Singapore,87654321,Net Banking,15-06-2024,3109,VALID,
ORD02110,PROD02110,India,9876543210,UPI,15-06-2024,3110,VALID,
ORD02111,PROD02111,Singapore,87654321,Credit Card,15-06-2024,3111,VALID,
ORD02112,PROD02112,India,9876543210,Debit Card,15-06-2024,3112,VALID,
ORD02113,PROD02113,Singapore,87654321,Cash,15-06-2024,3113,VALID,
ORD02114,PROD02114,India,9876543210,Net Banking,15-06-2024,3114,VALID,
ORD02115,PROD02115,Singapore,87654321,UPI,15-06-2024,3115,VALID,
ORD02116,PROD02116,India,9876543210,Credit Card,15-06-2024,3116,VALID,
ORD02117,PROD02117,Singapore,87654321,Debit Card,15-06-2024,3117,VALID,
ORD02118,PROD02118,India,9876543210,Cash,15-06-2024,3118,VALID,
ORD02119,PROD02119,Singapore,87654321,Net Banking,15-06-2024,3119,VALID,
ORD02120,PROD02120,India,9876543210,UPI,15-06-2024,3120,VALID,
ORD02121,PROD02121,Singapore,87654321,Credit Card,15-06-2024,3121,VALID,
ORD02122,PROD02122,India,9876543210,Debit Card,15-06-2024,3122,VALID,
ORD02123,PROD02123,Singapore,87654321,Cash,15-06-2024,3123,VALID,
ORD02124,PROD02124,India,9876543210,Net Banking,15-06-2024,3124,VALID,
ORD02125,PROD02125,Singapore,87654321,UPI,15-06-2024,3125,VALID,
ORD02126,PROD02126,India,9876543210,Credit Card,15-06-2024,3126,VALID,
ORD02127,PROD02127,Singapore,87654321,Debit Card,15-06-2024,3127,VALID,
ORD02128,PROD02128,India,9876543210,Cash,15-06-2024,3128,VALID,
ORD02129,PROD02129,Singapore,87654321,Net Banking,15-06-2024,3129,VALID,
ORD02130,PROD02130,India,9876543210,UPI,15-06-2024,3130,VALID,
ORD02131,PROD02131,Singapore,87654321,Credit Card,15-06-2024,3131,VALID,
ORD02132,PROD02132,India,9876543210,Debit Card,15-06-2024,3132,VALID,
ORD02133,PROD02133,Singapore,87654321,Cash,15-06-2024,3133,VALID,
ORD02134,PROD02134,India,9876543210,Net Banking,15-06-2024,3134,VALID,
ORD02135,PROD02135,Singapore,87654321,UPI,15-06-2024,3135,VALID,
ORD02136,PROD02136,India,9876543210,Credit Card,15-06-2024,3136,VALID,
ORD02137,PROD02137,Singapore,87654321,Debit Card,15-06-2024,3137,VALID,
ORD02138,PROD02138,India,9876543210,Cash,15-06-2024,3138,VALID,
ORD02139,PROD02139,Singapore,87654321,Net Banking,15-06-2024,3139,VALID,
ORD02140,PROD02140,India,9876543210,UPI,15-06-2024,3140,VALID,
ORD02141,PROD02141,Singapore,87654321,Credit Card,15-06-2024,3141,VALID,
ORD02142,PROD02142,India,9876543210,Debit Card,15-06-2024,3142,VALID,
ORD02143,PROD02143,Singapore,87654321,Cash,15-06-2024,3143,VALID,
ORD02144,PROD02144,India,9876543210,Net Banking,15-06-2024,3144,VALID,
ORD02145,PROD02145,Singapore,87654321,UPI,15-06-2024,3145,VALID,
ORD02146,PROD02146,India,9876543210,Credit Card,15-06-2024,3146,VALID,
ORD02147,PROD02147,Singapore,87654321,Debit Card,15-06-2024,3147,VALID,
ORD02148,PROD02148,India,9876543210,Cash,15-06-2024,3148,VALID,
ORD02149,PROD02149,Singapore,87654321,Net Banking,15-06-2024,3149,VALID,
ORD02150,PROD02150,India,9876543210,UPI,15-06-2024,3150,VALID,
ORD02151,PROD02151,Singapore,87654321,Credit Card,15-06-2024,3151,VALID,
ORD02152,PROD02152,India,9876543210,Debit Card,15-06-2024,3152,VALID,
ORD02153,PROD02153,Singapore,87654321,Cash,15-06-2024,3153,VALID,
ORD02154,PROD02154,India,9876543210,Net Banking,15-06-2024,3154,VALID,
ORD02155,PROD02155,Singapore,87654321,UPI,15-06-2024,3155,VALID,
ORD02156,PROD02156,India,9876543210,Credit Card,15-06-2024,3156,VALID,
ORD02157,PROD02157,Singapore,87654321,Debit Card,15-06-2024,3157,VALID,
ORD02158,PROD02158,India,9876543210,Cash,15-06-2024,3158,VALID,
ORD02159,PROD02159,Singapore,87654321,Net Banking,15-06-2024,3159,VALID,
ORD02160,PROD02160,India,9876543210,UPI,15-06-2024,3160,VALID,
ORD02161,PROD02161,Singapore,87654321,Credit Card,15-06-2024,3161,VALID,
ORD02162,PROD02162,India,9876543210,Debit Card,15-06-2024,3162,VALID,
ORD02163,PROD02163,Singapore,87654321,Cash,15-06-2024,3163,VALID,
ORD02164,PROD02164,India,9876543210,Net Banking,15-06-2024,3164,VALID,
